y,price,contract,local,wknown,tod,seasonal,gid,pid,_x1,_x2,_x3,__000000,__00000T,__00000F,__00000G,__00000E,__00000N,__00000I,__00000J,__00000K
0,7,0,0,0,0,0,186,16,16,18,17,742,1,0,1,,,,.0928807386961913,1
1,0,1,0,0,0,1,186,16,16,18,17,741,1,0,1,,1,,.0928807386961913,1
0,9,1,1,0,0,0,187,16,16,18,17,745,1,0,1,,,,.0928807386961913,1
0,0,0,0,1,1,0,187,16,16,18,17,747,1,0,1,,,,.0928807386961913,1
0,0,5,0,0,0,1,187,16,16,18,17,748,1,0,1,,,,.0928807386961913,1
1,7,1,0,1,0,0,187,16,16,18,17,746,1,0,1,,1,,.0928807386961913,1
0,7,0,1,0,0,0,188,16,16,18,17,750,1,0,1,,,,.0928807386961913,1
0,0,5,0,0,1,0,188,16,16,18,17,749,1,0,1,,,,.0928807386961913,1
0,9,0,0,0,0,0,188,16,16,18,17,752,1,0,1,,,,.0928807386961913,1
1,0,1,0,1,0,1,188,16,16,18,17,751,1,0,1,,1,,.0928807386961913,1
0,0,5,1,0,0,1,189,16,16,18,17,753,1,0,1,,,,.0928807386961913,1
0,9,1,0,0,0,0,189,16,16,18,17,756,1,0,1,,,,.0928807386961913,1
0,0,0,0,0,1,0,189,16,16,18,17,755,1,0,1,,,,.0928807386961913,1
1,7,1,0,1,0,0,189,16,16,18,17,754,1,0,1,,1,,.0928807386961913,1
0,7,1,0,0,0,0,190,16,16,18,17,757,1,0,1,,,,.0928807386961913,1
0,0,1,1,0,0,1,190,16,16,18,17,760,1,0,1,,,,.0928807386961913,1
0,0,5,0,0,1,0,190,16,16,18,17,759,1,0,1,,,,.0928807386961913,1
1,9,0,0,1,0,0,190,16,16,18,17,758,1,0,1,,1,,.0928807386961913,1
0,9,0,0,1,0,0,191,16,16,18,17,761,1,0,1,,,,.0928807386961913,1
0,7,0,0,0,0,0,191,16,16,18,17,762,1,0,1,,,,.0928807386961913,1
0,0,5,1,0,1,0,191,16,16,18,17,764,1,0,1,,,,.0928807386961913,1
1,0,1,0,1,0,1,191,16,16,18,17,763,1,0,1,1,1,.0928807386961913,.0928807386961913,1
0,9,0,0,0,0,0,192,17,40,20,28,768,1,0,1,,,,.3549795200610423,3
0,0,0,0,0,1,0,192,17,40,20,28,767,1,0,1,,,,.3549795200610423,3
0,0,1,0,1,0,1,192,17,40,20,28,766,1,0,1,,,,.3549795200610423,3
1,7,5,1,0,0,0,192,17,40,20,28,765,1,0,1,,1,,.3549795200610423,3
0,7,0,0,1,0,0,193,17,40,20,28,772,1,0,1,,,,.3549795200610423,3
0,0,5,0,0,0,1,193,17,40,20,28,770,1,0,1,,,,.3549795200610423,3
0,0,5,0,1,1,0,193,17,40,20,28,769,1,0,1,,,,.3549795200610423,3
1,9,1,1,0,0,0,193,17,40,20,28,771,1,0,1,,1,,.3549795200610423,3
0,7,0,0,0,0,0,194,17,40,20,28,774,1,0,1,,,,.3549795200610423,3
0,0,1,0,0,0,1,194,17,40,20,28,773,1,0,1,,,,.3549795200610423,3
0,0,5,0,1,1,0,194,17,40,20,28,776,1,0,1,,,,.3549795200610423,3
1,9,0,1,0,0,0,194,17,40,20,28,775,1,0,1,,1,,.3549795200610423,3
0,0,0,0,1,1,0,195,17,40,20,28,779,1,0,1,,,,.3549795200610423,3
0,9,1,1,0,0,0,195,17,40,20,28,777,1,0,1,,,,.3549795200610423,3
0,0,5,0,0,0,1,195,17,40,20,28,780,1,0,1,,,,.3549795200610423,3
1,7,1,0,1,0,0,195,17,40,20,28,778,1,0,1,,1,,.3549795200610423,3
0,0,1,0,1,0,1,196,17,40,20,28,783,1,0,1,,,,.3549795200610423,3
0,0,5,0,0,1,0,196,17,40,20,28,781,1,0,1,,,,.3549795200610423,3
0,9,0,0,0,0,0,196,17,40,20,28,784,1,0,1,,,,.3549795200610423,3
1,7,0,1,0,0,0,196,17,40,20,28,782,1,0,1,,1,,.3549795200610423,3
0,9,1,0,0,0,0,197,17,40,20,28,788,1,0,1,,,,.3549795200610423,3
0,0,0,0,0,1,0,197,17,40,20,28,787,1,0,1,,,,.3549795200610423,3
0,0,5,1,0,0,1,197,17,40,20,28,785,1,0,1,,,,.3549795200610423,3
1,7,1,0,1,0,0,197,17,40,20,28,786,1,0,1,,1,,.3549795200610423,3
0,7,1,0,0,0,0,198,17,40,20,28,789,1,0,1,,,,.3549795200610423,3
0,0,5,0,0,1,0,198,17,40,20,28,791,1,0,1,,,,.3549795200610423,3
0,0,1,1,0,0,1,198,17,40,20,28,792,1,0,1,,,,.3549795200610423,3
1,9,0,0,1,0,0,198,17,40,20,28,790,1,0,1,,1,,.3549795200610423,3
0,0,5,1,0,1,0,199,17,40,20,28,796,1,0,1,,,,.3549795200610423,3
0,7,0,0,0,0,0,199,17,40,20,28,794,1,0,1,,,,.3549795200610423,3
0,0,1,0,1,0,1,199,17,40,20,28,795,1,0,1,,,,.3549795200610423,3
1,9,0,0,1,0,0,199,17,40,20,28,793,1,0,1,,1,,.3549795200610423,3
0,0,0,1,0,0,1,200,17,40,20,28,797,1,0,1,,,,.3549795200610423,3
0,9,1,0,0,0,0,200,17,40,20,28,799,1,0,1,,,,.3549795200610423,3
0,0,1,0,0,1,0,200,17,40,20,28,798,1,0,1,,,,.3549795200610423,3
1,9,5,0,1,0,0,200,17,40,20,28,800,1,0,1,,1,,.3549795200610423,3
0,0,0,0,0,1,0,201,17,40,20,28,804,1,0,1,,,,.3549795200610423,3
0,7,5,0,0,0,0,201,17,40,20,28,802,1,0,1,,,,.3549795200610423,3
0,0,1,1,0,0,1,201,17,40,20,28,803,1,0,1,,,,.3549795200610423,3
1,9,0,0,1,0,0,201,17,40,20,28,801,1,0,1,,1,,.3549795200610423,3
0,0,0,0,0,1,0,202,17,40,20,28,807,1,0,1,,,,.3549795200610423,3
0,9,0,0,1,0,0,202,17,40,20,28,806,1,0,1,,,,.3549795200610423,3
0,0,1,0,1,0,1,202,17,40,20,28,805,1,0,1,,,,.3549795200610423,3
1,7,5,1,0,0,0,202,17,40,20,28,808,1,0,1,,1,,.3549795200610423,3
0,0,0,0,0,1,0,203,17,40,20,28,812,1,0,1,,,,.3549795200610423,3
0,7,1,0,0,0,0,203,17,40,20,28,811,1,0,1,,,,.3549795200610423,3
0,0,5,0,1,0,1,203,17,40,20,28,809,1,0,1,,,,.3549795200610423,3
1,9,0,0,1,0,0,203,17,40,20,28,810,1,0,1,1,1,.3549795200610423,.3549795200610423,3
0,9,0,0,0,0,0,204,18,25,29,30,816,1,0,1,,,,.1639312585591838,2
0,0,0,0,0,1,0,204,18,25,29,30,815,1,0,1,,,,.1639312585591838,2
0,0,1,0,1,0,1,204,18,25,29,30,814,1,0,1,,,,.1639312585591838,2
1,7,5,1,0,0,0,204,18,25,29,30,813,1,0,1,,1,,.1639312585591838,2
0,7,0,0,1,0,0,205,18,25,29,30,820,1,0,1,,,,.1639312585591838,2
0,0,5,0,0,0,1,205,18,25,29,30,818,1,0,1,,,,.1639312585591838,2
0,0,5,0,1,1,0,205,18,25,29,30,817,1,0,1,,,,.1639312585591838,2
1,9,1,1,0,0,0,205,18,25,29,30,819,1,0,1,,1,,.1639312585591838,2
0,0,1,0,0,0,1,206,18,25,29,30,821,1,0,1,,,,.1639312585591838,2
0,7,0,0,0,0,0,206,18,25,29,30,822,1,0,1,,,,.1639312585591838,2
0,9,0,1,0,0,0,206,18,25,29,30,823,1,0,1,,,,.1639312585591838,2
1,0,5,0,1,1,0,206,18,25,29,30,824,1,0,1,,1,,.1639312585591838,2
0,0,0,0,1,1,0,207,18,25,29,30,827,1,0,1,,,,.1639312585591838,2
0,7,1,0,1,0,0,207,18,25,29,30,826,1,0,1,,,,.1639312585591838,2
0,9,1,1,0,0,0,207,18,25,29,30,825,1,0,1,,,,.1639312585591838,2
1,0,5,0,0,0,1,207,18,25,29,30,828,1,0,1,,1,,.1639312585591838,2
0,0,1,0,1,0,1,208,18,25,29,30,831,1,0,1,,,,.1639312585591838,2
0,7,0,1,0,0,0,208,18,25,29,30,830,1,0,1,,,,.1639312585591838,2
0,9,0,0,0,0,0,208,18,25,29,30,832,1,0,1,,,,.1639312585591838,2
1,0,5,0,0,1,0,208,18,25,29,30,829,1,0,1,,1,,.1639312585591838,2
0,9,1,0,0,0,0,209,18,25,29,30,836,1,0,1,,,,.1639312585591838,2
0,0,0,0,0,1,0,209,18,25,29,30,835,1,0,1,,,,.1639312585591838,2
0,7,1,0,1,0,0,209,18,25,29,30,834,1,0,1,,,,.1639312585591838,2
1,0,5,1,0,0,1,209,18,25,29,30,833,1,0,1,,1,,.1639312585591838,2
0,0,5,0,0,1,0,210,18,25,29,30,839,1,0,1,,,,.1639312585591838,2
0,7,1,0,0,0,0,210,18,25,29,30,837,1,0,1,,,,.1639312585591838,2
0,9,0,0,1,0,0,210,18,25,29,30,838,1,0,1,,,,.1639312585591838,2
1,0,1,1,0,0,1,210,18,25,29,30,840,1,0,1,,1,,.1639312585591838,2
0,0,1,0,1,0,1,211,18,25,29,30,843,1,0,1,,,,.1639312585591838,2
0,9,0,0,1,0,0,211,18,25,29,30,841,1,0,1,,,,.1639312585591838,2
0,7,0,0,0,0,0,211,18,25,29,30,842,1,0,1,,,,.1639312585591838,2
1,0,5,1,0,1,0,211,18,25,29,30,844,1,0,1,,1,,.1639312585591838,2
0,9,1,0,0,0,0,212,18,25,29,30,847,1,0,1,,,,.1639312585591838,2
0,9,5,0,1,0,0,212,18,25,29,30,848,1,0,1,,,,.1639312585591838,2
0,0,1,0,0,1,0,212,18,25,29,30,846,1,0,1,,,,.1639312585591838,2
1,0,0,1,0,0,1,212,18,25,29,30,845,1,0,1,,1,,.1639312585591838,2
0,9,0,0,1,0,0,213,18,25,29,30,849,1,0,1,,,,.1639312585591838,2
0,7,5,0,0,0,0,213,18,25,29,30,850,1,0,1,,,,.1639312585591838,2
0,0,0,0,0,1,0,213,18,25,29,30,852,1,0,1,,,,.1639312585591838,2
1,0,1,1,0,0,1,213,18,25,29,30,851,1,0,1,,1,,.1639312585591838,2
0,0,0,0,0,1,0,214,18,25,29,30,855,1,0,1,,,,.1639312585591838,2
0,9,0,0,1,0,0,214,18,25,29,30,854,1,0,1,,,,.1639312585591838,2
0,0,1,0,1,0,1,214,18,25,29,30,853,1,0,1,,,,.1639312585591838,2
1,7,5,1,0,0,0,214,18,25,29,30,856,1,0,1,,1,,.1639312585591838,2
0,7,1,0,0,0,0,215,18,25,29,30,859,1,0,1,,,,.1639312585591838,2
0,0,0,0,0,1,0,215,18,25,29,30,860,1,0,1,,,,.1639312585591838,2
0,9,0,0,1,0,0,215,18,25,29,30,858,1,0,1,,,,.1639312585591838,2
1,0,5,0,1,0,1,215,18,25,29,30,857,1,0,1,1,1,.1639312585591838,.1639312585591838,2
0,0,1,0,0,1,0,216,19,25,37,37,863,1,0,1,,,,.88383169896979,7
0,9,1,0,1,0,0,216,19,25,37,37,864,1,0,1,,,,.88383169896979,7
0,0,0,1,0,0,1,216,19,25,37,37,861,1,0,1,,,,.88383169896979,7
1,7,5,0,1,0,0,216,19,25,37,37,862,1,0,1,,1,,.88383169896979,7
0,0,1,0,1,1,0,217,19,25,37,37,866,1,0,1,,,,.88383169896979,7
0,0,0,0,1,0,1,217,19,25,37,37,867,1,0,1,,,,.88383169896979,7
0,9,5,1,0,0,0,217,19,25,37,37,868,1,0,1,,,,.88383169896979,7
1,7,5,0,0,0,0,217,19,25,37,37,865,1,0,1,,1,,.88383169896979,7
0,0,0,1,0,0,1,218,19,25,37,37,872,1,0,1,,,,.88383169896979,7
0,0,1,0,0,1,0,218,19,25,37,37,870,1,0,1,,,,.88383169896979,7
0,9,1,0,0,0,0,218,19,25,37,37,869,1,0,1,,,,.88383169896979,7
1,7,5,0,1,0,0,218,19,25,37,37,871,1,0,1,,1,,.88383169896979,7
0,0,1,1,0,0,1,219,19,25,37,37,876,1,0,1,,,,.88383169896979,7
0,0,0,0,1,1,0,219,19,25,37,37,875,1,0,1,,,,.88383169896979,7
0,9,1,0,0,0,0,219,19,25,37,37,874,1,0,1,,,,.88383169896979,7
1,7,5,0,1,0,0,219,19,25,37,37,873,1,0,1,,1,,.88383169896979,7
0,0,5,0,1,1,0,220,19,25,37,37,880,1,0,1,,,,.88383169896979,7
0,0,0,0,0,0,1,220,19,25,37,37,879,1,0,1,,,,.88383169896979,7
0,9,1,1,0,0,0,220,19,25,37,37,878,1,0,1,,,,.88383169896979,7
1,7,5,0,1,0,0,220,19,25,37,37,877,1,0,1,,1,,.88383169896979,7
0,0,1,1,0,1,0,221,19,25,37,37,883,1,0,1,,,,.88383169896979,7
0,9,5,0,1,0,0,221,19,25,37,37,882,1,0,1,,,,.88383169896979,7
0,0,5,0,0,0,1,221,19,25,37,37,884,1,0,1,,,,.88383169896979,7
1,7,0,0,1,0,0,221,19,25,37,37,881,1,0,1,,1,,.88383169896979,7
0,9,5,0,0,0,0,222,19,25,37,37,885,1,0,1,,,,.88383169896979,7
0,0,0,1,0,0,1,222,19,25,37,37,888,1,0,1,,,,.88383169896979,7
0,0,0,0,1,1,0,222,19,25,37,37,887,1,0,1,,,,.88383169896979,7
1,7,1,0,1,0,0,222,19,25,37,37,886,1,0,1,,1,,.88383169896979,7
0,9,1,0,0,0,0,223,19,25,37,37,890,1,0,1,,,,.88383169896979,7
0,0,1,0,1,0,1,223,19,25,37,37,889,1,0,1,,,,.88383169896979,7
0,0,5,0,1,1,0,223,19,25,37,37,892,1,0,1,,,,.88383169896979,7
1,7,0,1,0,0,0,223,19,25,37,37,891,1,0,1,,1,,.88383169896979,7
0,0,0,1,0,1,0,224,19,25,37,37,893,1,0,1,,,,.88383169896979,7
0,9,1,0,1,0,0,224,19,25,37,37,894,1,0,1,,,,.88383169896979,7
0,0,0,0,0,0,1,224,19,25,37,37,895,1,0,1,,,,.88383169896979,7
1,7,5,0,1,0,0,224,19,25,37,37,896,1,0,1,,1,,.88383169896979,7
0,0,0,0,0,0,1,225,19,25,37,37,897,1,0,1,,,,.88383169896979,7
0,9,0,0,0,0,0,225,19,25,37,37,898,1,0,1,,,,.88383169896979,7
0,7,5,0,1,0,0,225,19,25,37,37,900,1,0,1,,,,.88383169896979,7
1,0,1,1,0,1,0,225,19,25,37,37,899,1,0,1,,1,,.88383169896979,7
0,0,5,0,1,0,1,226,19,25,37,37,901,1,0,1,,,,.88383169896979,7
0,7,5,1,0,0,0,226,19,25,37,37,904,1,0,1,,,,.88383169896979,7
0,9,0,0,0,0,0,226,19,25,37,37,902,1,0,1,,,,.88383169896979,7
1,0,1,0,0,1,0,226,19,25,37,37,903,1,0,1,,1,,.88383169896979,7
0,0,1,1,0,0,1,227,19,25,37,37,907,1,0,1,,,,.88383169896979,7
0,0,5,0,0,1,0,227,19,25,37,37,908,1,0,1,,,,.88383169896979,7
0,9,0,0,1,0,0,227,19,25,37,37,905,1,0,1,,,,.88383169896979,7
1,7,1,0,0,0,0,227,19,25,37,37,906,1,0,1,1,1,.88383169896979,.88383169896979,7
0,0,0,0,0,0,1,228,20,24,26,18,911,1,0,1,,,,.0766043688442838,1
0,7,1,0,0,0,0,228,20,24,26,18,910,1,0,1,,,,.0766043688442838,1
0,0,5,0,0,0,1,228,20,24,26,18,912,1,0,1,,,,.0766043688442838,1
1,9,5,0,1,0,0,228,20,24,26,18,909,1,0,1,,1,,.0766043688442838,1
0,0,5,1,0,0,1,229,20,24,26,18,914,1,0,1,,,,.0766043688442838,1
0,9,5,1,0,0,0,229,20,24,26,18,915,1,0,1,,,,.0766043688442838,1
0,0,1,0,1,1,0,229,20,24,26,18,913,1,0,1,,,,.0766043688442838,1
1,7,0,0,1,0,0,229,20,24,26,18,916,1,0,1,,1,,.0766043688442838,1
0,9,0,0,0,0,0,230,20,24,26,18,919,1,0,1,,,,.0766043688442838,1
0,7,0,0,0,0,0,230,20,24,26,18,918,1,0,1,,,,.0766043688442838,1
0,0,1,0,1,0,1,230,20,24,26,18,917,1,0,1,,,,.0766043688442838,1
1,0,5,0,1,1,0,230,20,24,26,18,920,1,0,1,,1,,.0766043688442838,1
0,0,5,0,1,0,1,231,20,24,26,18,924,1,0,1,,,,.0766043688442838,1
0,7,0,0,0,0,0,231,20,24,26,18,923,1,0,1,,,,.0766043688442838,1
0,9,1,1,0,0,0,231,20,24,26,18,921,1,0,1,,,,.0766043688442838,1
1,0,5,0,1,1,0,231,20,24,26,18,922,1,0,1,,1,,.0766043688442838,1
0,0,0,0,1,0,1,232,20,24,26,18,926,1,0,1,,,,.0766043688442838,1
0,7,5,0,1,0,0,232,20,24,26,18,928,1,0,1,,,,.0766043688442838,1
0,9,5,0,0,0,0,232,20,24,26,18,925,1,0,1,,,,.0766043688442838,1
1,0,1,1,0,1,0,232,20,24,26,18,927,1,0,1,,1,,.0766043688442838,1
0,7,1,0,1,0,0,233,20,24,26,18,932,1,0,1,,,,.0766043688442838,1
0,0,0,0,1,0,1,233,20,24,26,18,929,1,0,1,,,,.0766043688442838,1
0,9,5,0,0,0,0,233,20,24,26,18,931,1,0,1,,,,.0766043688442838,1
1,0,5,0,0,1,0,233,20,24,26,18,930,1,0,1,,1,,.0766043688442838,1
0,0,1,0,1,1,0,234,20,24,26,18,933,1,0,1,,,,.0766043688442838,1
0,7,0,0,0,0,0,234,20,24,26,18,936,1,0,1,,,,.0766043688442838,1
0,0,5,0,1,0,1,234,20,24,26,18,935,1,0,1,,,,.0766043688442838,1
1,9,5,1,0,0,0,234,20,24,26,18,934,1,0,1,,1,,.0766043688442838,1
0,9,0,0,1,0,0,235,20,24,26,18,937,1,0,1,,,,.0766043688442838,1
0,0,1,0,0,0,1,235,20,24,26,18,938,1,0,1,,,,.0766043688442838,1
0,7,5,0,0,0,0,235,20,24,26,18,940,1,0,1,,,,.0766043688442838,1
1,0,1,0,1,1,0,235,20,24,26,18,939,1,0,1,,1,,.0766043688442838,1
0,0,5,0,0,0,1,236,20,24,26,18,941,1,0,1,,,,.0766043688442838,1
0,0,0,0,0,1,0,236,20,24,26,18,942,1,0,1,,,,.0766043688442838,1
0,9,1,0,1,0,0,236,20,24,26,18,943,1,0,1,,,,.0766043688442838,1
1,7,1,0,1,0,0,236,20,24,26,18,944,1,0,1,,1,,.0766043688442838,1
0,9,1,0,0,0,0,237,20,24,26,18,948,1,0,1,,,,.0766043688442838,1
0,7,5,0,0,0,0,237,20,24,26,18,945,1,0,1,,,,.0766043688442838,1
0,0,1,0,1,1,0,237,20,24,26,18,946,1,0,1,,,,.0766043688442838,1
1,0,0,0,1,0,1,237,20,24,26,18,947,1,0,1,,1,,.0766043688442838,1
0,9,5,0,0,0,0,238,20,24,26,18,949,1,0,1,,,,.0766043688442838,1
0,7,5,0,1,0,0,238,20,24,26,18,951,1,0,1,,,,.0766043688442838,1
0,0,0,1,0,0,1,238,20,24,26,18,952,1,0,1,,,,.0766043688442838,1
1,0,1,0,0,1,0,238,20,24,26,18,950,1,0,1,,1,,.0766043688442838,1
0,0,1,0,1,0,1,239,20,24,26,18,956,1,0,1,,,,.0766043688442838,1
0,7,0,0,0,0,0,239,20,24,26,18,954,1,0,1,,,,.0766043688442838,1
0,0,0,0,1,1,0,239,20,24,26,18,955,1,0,1,,,,.0766043688442838,1
1,9,5,0,0,0,0,239,20,24,26,18,953,1,0,1,1,1,.0766043688442838,.0766043688442838,1
0,0,5,0,1,0,1,240,21,31,17,16,960,1,0,1,,,,.5702078503416442,4
0,7,1,0,0,0,0,240,21,31,17,16,958,1,0,1,,,,.5702078503416442,4
0,9,5,0,1,0,0,240,21,31,17,16,959,1,0,1,,,,.5702078503416442,4
1,0,0,1,0,1,0,240,21,31,17,16,957,1,0,1,,1,,.5702078503416442,4
0,7,1,0,0,0,0,241,21,31,17,16,963,1,0,1,,,,.5702078503416442,4
0,0,0,0,0,0,1,241,21,31,17,16,962,1,0,1,,,,.5702078503416442,4
0,9,5,0,1,0,0,241,21,31,17,16,961,1,0,1,,,,.5702078503416442,4
1,0,0,1,0,1,0,241,21,31,17,16,964,1,0,1,,1,,.5702078503416442,4
0,9,1,0,0,0,0,242,21,31,17,16,968,1,0,1,,,,.5702078503416442,4
0,0,5,0,1,0,1,242,21,31,17,16,967,1,0,1,,,,.5702078503416442,4
0,7,0,0,0,0,0,242,21,31,17,16,965,1,0,1,,,,.5702078503416442,4
1,0,0,0,1,1,0,242,21,31,17,16,966,1,0,1,,1,,.5702078503416442,4
0,0,1,0,0,0,1,243,21,31,17,16,970,1,0,1,,,,.5702078503416442,4
0,0,5,0,0,1,0,243,21,31,17,16,971,1,0,1,,,,.5702078503416442,4
0,7,5,1,0,0,0,243,21,31,17,16,969,1,0,1,,,,.5702078503416442,4
1,9,0,0,1,0,0,243,21,31,17,16,972,1,0,1,,1,,.5702078503416442,4
0,0,1,0,0,1,0,244,21,31,17,16,974,1,0,1,,,,.5702078503416442,4
0,7,5,1,0,0,0,244,21,31,17,16,976,1,0,1,,,,.5702078503416442,4
0,0,0,0,1,0,1,244,21,31,17,16,973,1,0,1,,,,.5702078503416442,4
1,9,0,0,1,0,0,244,21,31,17,16,975,1,0,1,,1,,.5702078503416442,4
0,0,5,0,0,0,1,245,21,31,17,16,977,1,0,1,,,,.5702078503416442,4
0,9,5,1,0,0,0,245,21,31,17,16,979,1,0,1,,,,.5702078503416442,4
0,0,1,0,0,1,0,245,21,31,17,16,978,1,0,1,,,,.5702078503416442,4
1,7,0,0,1,0,0,245,21,31,17,16,980,1,0,1,,1,,.5702078503416442,4
0,7,1,0,0,0,0,246,21,31,17,16,984,1,0,1,,,,.5702078503416442,4
0,9,5,0,1,0,0,246,21,31,17,16,981,1,0,1,,,,.5702078503416442,4
0,0,5,1,0,0,1,246,21,31,17,16,983,1,0,1,,,,.5702078503416442,4
1,0,0,0,1,1,0,246,21,31,17,16,982,1,0,1,,1,,.5702078503416442,4
0,0,0,0,0,0,1,247,21,31,17,16,988,1,0,1,,,,.5702078503416442,4
0,0,5,0,1,1,0,247,21,31,17,16,987,1,0,1,,,,.5702078503416442,4
0,9,1,0,1,0,0,247,21,31,17,16,985,1,0,1,,,,.5702078503416442,4
1,7,0,1,0,0,0,247,21,31,17,16,986,1,0,1,,1,,.5702078503416442,4
0,0,5,0,0,0,1,248,21,31,17,16,991,1,0,1,,,,.5702078503416442,4
0,0,0,0,0,1,0,248,21,31,17,16,989,1,0,1,,,,.5702078503416442,4
0,0,5,0,1,0,1,248,21,31,17,16,992,1,0,1,,,,.5702078503416442,4
1,9,1,0,0,0,0,248,21,31,17,16,990,1,0,1,,1,,.5702078503416442,4
0,7,1,0,0,0,0,249,21,31,17,16,995,1,0,1,,,,.5702078503416442,4
0,9,5,0,1,0,0,249,21,31,17,16,993,1,0,1,,,,.5702078503416442,4
0,0,5,0,0,0,1,249,21,31,17,16,994,1,0,1,,,,.5702078503416442,4
1,0,0,0,0,1,0,249,21,31,17,16,996,1,0,1,,1,,.5702078503416442,4
0,7,1,0,0,0,0,250,21,31,17,16,997,1,0,1,,,,.5702078503416442,4
0,0,5,1,0,0,1,250,21,31,17,16,999,1,0,1,,,,.5702078503416442,4
0,9,5,0,1,0,0,250,21,31,17,16,1000,1,0,1,,,,.5702078503416442,4
1,0,0,0,0,1,0,250,21,31,17,16,998,1,0,1,,1,,.5702078503416442,4
0,0,0,0,0,1,0,251,21,31,17,16,1001,1,0,1,,,,.5702078503416442,4
0,9,0,0,0,0,0,251,21,31,17,16,1004,1,0,1,,,,.5702078503416442,4
0,7,5,0,0,0,0,251,21,31,17,16,1003,1,0,1,,,,.5702078503416442,4
1,0,1,0,1,0,1,251,21,31,17,16,1002,1,0,1,1,1,.5702078503416442,.5702078503416442,4
0,0,5,0,1,1,0,252,22,12,28,23,1008,1,0,1,,,,.9399568617654289,7
0,9,1,1,0,0,0,252,22,12,28,23,1006,1,0,1,,,,.9399568617654289,7
0,0,0,0,0,0,1,252,22,12,28,23,1007,1,0,1,,,,.9399568617654289,7
1,7,5,0,1,0,0,252,22,12,28,23,1005,1,0,1,,1,,.9399568617654289,7
0,9,5,0,1,0,0,253,22,12,28,23,1010,1,0,1,,,,.9399568617654289,7
0,0,5,0,0,0,1,253,22,12,28,23,1012,1,0,1,,,,.9399568617654289,7
0,7,0,0,1,0,0,253,22,12,28,23,1009,1,0,1,,,,.9399568617654289,7
1,0,1,1,0,1,0,253,22,12,28,23,1011,1,0,1,,1,,.9399568617654289,7
0,0,0,1,0,0,1,254,22,12,28,23,1016,1,0,1,,,,.9399568617654289,7
0,9,5,0,0,0,0,254,22,12,28,23,1013,1,0,1,,,,.9399568617654289,7
0,0,0,0,1,1,0,254,22,12,28,23,1015,1,0,1,,,,.9399568617654289,7
1,7,1,0,1,0,0,254,22,12,28,23,1014,1,0,1,,1,,.9399568617654289,7
0,0,5,0,1,1,0,255,22,12,28,23,1020,1,0,1,,,,.9399568617654289,7
0,9,1,0,0,0,0,255,22,12,28,23,1018,1,0,1,,,,.9399568617654289,7
0,0,1,0,1,0,1,255,22,12,28,23,1017,1,0,1,,,,.9399568617654289,7
1,7,0,1,0,0,0,255,22,12,28,23,1019,1,0,1,,1,,.9399568617654289,7
0,0,0,0,0,0,1,256,22,12,28,23,1023,1,0,1,,,,.9399568617654289,7
0,7,5,0,1,0,0,256,22,12,28,23,1024,1,0,1,,,,.9399568617654289,7
0,9,1,0,1,0,0,256,22,12,28,23,1022,1,0,1,,,,.9399568617654289,7
1,0,0,1,0,1,0,256,22,12,28,23,1021,1,0,1,,1,,.9399568617654289,7
0,0,0,0,0,0,1,257,22,12,28,23,1025,1,0,1,,,,.9399568617654289,7
0,7,5,0,1,0,0,257,22,12,28,23,1028,1,0,1,,,,.9399568617654289,7
0,9,0,0,0,0,0,257,22,12,28,23,1026,1,0,1,,,,.9399568617654289,7
1,0,1,1,0,1,0,257,22,12,28,23,1027,1,0,1,,1,,.9399568617654289,7
0,0,5,0,1,0,1,258,22,12,28,23,1029,1,0,1,,,,.9399568617654289,7
0,9,0,0,0,0,0,258,22,12,28,23,1030,1,0,1,,,,.9399568617654289,7
0,7,5,1,0,0,0,258,22,12,28,23,1032,1,0,1,,,,.9399568617654289,7
1,0,1,0,0,1,0,258,22,12,28,23,1031,1,0,1,,1,,.9399568617654289,7
0,0,5,0,0,1,0,259,22,12,28,23,1036,1,0,1,,,,.9399568617654289,7
0,9,0,0,1,0,0,259,22,12,28,23,1033,1,0,1,,,,.9399568617654289,7
0,0,1,1,0,0,1,259,22,12,28,23,1035,1,0,1,,,,.9399568617654289,7
1,7,1,0,0,0,0,259,22,12,28,23,1034,1,0,1,,1,,.9399568617654289,7
0,0,5,0,1,0,1,260,22,12,28,23,1037,1,0,1,,,,.9399568617654289,7
0,9,0,0,1,0,0,260,22,12,28,23,1039,1,0,1,,,,.9399568617654289,7
0,0,5,0,0,1,0,260,22,12,28,23,1038,1,0,1,,,,.9399568617654289,7
1,7,1,0,0,0,0,260,22,12,28,23,1040,1,0,1,,1,,.9399568617654289,7
0,0,5,1,0,1,0,261,22,12,28,23,1042,1,0,1,,,,.9399568617654289,7
0,9,0,0,1,0,0,261,22,12,28,23,1044,1,0,1,,,,.9399568617654289,7
0,0,1,0,1,0,1,261,22,12,28,23,1041,1,0,1,,,,.9399568617654289,7
1,7,0,0,0,0,0,261,22,12,28,23,1043,1,0,1,,1,,.9399568617654289,7
0,9,5,0,1,0,0,262,22,12,28,23,1045,1,0,1,,,,.9399568617654289,7
0,0,0,0,1,1,0,262,22,12,28,23,1046,1,0,1,,,,.9399568617654289,7
0,0,5,1,0,0,1,262,22,12,28,23,1047,1,0,1,,,,.9399568617654289,7
1,7,1,0,0,0,0,262,22,12,28,23,1048,1,0,1,,1,,.9399568617654289,7
