choice,pf,cl,loc,wk,tod,seas,chid,id,x1,samplesplit
0,0,1,0,0,0,1,158,14,23,3
0,7,0,0,0,0,0,158,14,23,3
1,9,0,1,0,0,0,158,14,23,3
0,0,5,0,1,1,0,158,14,23,3
0,9,1,1,0,0,0,159,14,23,3
1,7,1,0,1,0,0,159,14,23,3
0,0,0,0,1,1,0,159,14,23,3
0,0,5,0,0,0,1,159,14,23,3
0,0,5,0,0,1,0,160,14,23,3
0,7,0,1,0,0,0,160,14,23,3
1,0,1,0,1,0,1,160,14,23,3
0,9,0,0,0,0,0,160,14,23,3
1,0,5,1,0,0,1,161,14,23,3
0,7,1,0,1,0,0,161,14,23,3
0,0,0,0,0,1,0,161,14,23,3
0,9,1,0,0,0,0,161,14,23,3
0,7,1,0,0,0,0,162,14,23,3
0,9,0,0,1,0,0,162,14,23,3
0,0,5,0,0,1,0,162,14,23,3
1,0,1,1,0,0,1,162,14,23,3
0,9,0,0,1,0,0,163,14,23,3
0,7,0,0,0,0,0,163,14,23,3
1,0,1,0,1,0,1,163,14,23,3
0,0,5,1,0,1,0,163,14,23,3
1,0,0,1,0,0,1,164,14,23,3
0,0,1,0,0,1,0,164,14,23,3
0,9,1,0,0,0,0,164,14,23,3
0,9,5,0,1,0,0,164,14,23,3
0,9,0,0,1,0,0,165,14,23,3
0,7,5,0,0,0,0,165,14,23,3
1,0,1,1,0,0,1,165,14,23,3
0,0,0,0,0,1,0,165,14,23,3
1,0,1,0,1,0,1,166,14,23,3
0,9,0,0,1,0,0,166,14,23,3
0,0,0,0,0,1,0,166,14,23,3
0,7,5,1,0,0,0,166,14,23,3
0,0,5,0,1,0,1,167,14,23,3
0,9,0,0,1,0,0,167,14,23,3
1,7,1,0,0,0,0,167,14,23,3
0,0,0,0,0,1,0,167,14,23,3
0,7,5,1,0,0,0,168,15,25,7
1,0,1,0,1,0,1,168,15,25,7
0,0,0,0,0,1,0,168,15,25,7
0,9,0,0,0,0,0,168,15,25,7
0,0,5,0,1,1,0,169,15,25,7
0,0,5,0,0,0,1,169,15,25,7
0,9,1,1,0,0,0,169,15,25,7
1,7,0,0,1,0,0,169,15,25,7
0,0,1,0,0,0,1,170,15,25,7
1,7,0,0,0,0,0,170,15,25,7
0,9,0,1,0,0,0,170,15,25,7
0,0,5,0,1,1,0,170,15,25,7
0,9,1,1,0,0,0,171,15,25,7
1,7,1,0,1,0,0,171,15,25,7
0,0,0,0,1,1,0,171,15,25,7
0,0,5,0,0,0,1,171,15,25,7
0,0,5,0,0,1,0,172,15,25,7
1,7,0,1,0,0,0,172,15,25,7
0,0,1,0,1,0,1,172,15,25,7
0,9,0,0,0,0,0,172,15,25,7
0,0,5,1,0,0,1,173,15,25,7
1,7,1,0,1,0,0,173,15,25,7
0,0,0,0,0,1,0,173,15,25,7
0,9,1,0,0,0,0,173,15,25,7
1,7,1,0,0,0,0,174,15,25,7
0,9,0,0,1,0,0,174,15,25,7
0,0,5,0,0,1,0,174,15,25,7
0,0,1,1,0,0,1,174,15,25,7
0,9,0,0,1,0,0,175,15,25,7
1,7,0,0,0,0,0,175,15,25,7
0,0,1,0,1,0,1,175,15,25,7
0,0,5,1,0,1,0,175,15,25,7
0,0,0,1,0,0,1,176,15,25,7
0,0,1,0,0,1,0,176,15,25,7
1,9,1,0,0,0,0,176,15,25,7
0,9,5,0,1,0,0,176,15,25,7
0,9,0,0,1,0,0,177,15,25,7
1,7,5,0,0,0,0,177,15,25,7
0,0,1,1,0,0,1,177,15,25,7
0,0,0,0,0,1,0,177,15,25,7
0,0,1,0,1,0,1,178,15,25,7
0,9,0,0,1,0,0,178,15,25,7
0,0,0,0,0,1,0,178,15,25,7
1,7,5,1,0,0,0,178,15,25,7
0,0,5,0,1,0,1,179,15,25,7
0,9,0,0,1,0,0,179,15,25,7
1,7,1,0,0,0,0,179,15,25,7
0,0,0,0,0,1,0,179,15,25,7
0,0,5,0,1,1,0,180,16,27,4
0,9,0,1,0,0,0,180,16,27,4
1,0,1,0,1,0,1,180,16,27,4
0,7,5,0,0,0,0,180,16,27,4
0,0,5,1,0,0,1,181,16,27,4
1,7,1,0,0,0,0,181,16,27,4
0,0,0,0,0,1,0,181,16,27,4
0,9,1,0,0,0,0,181,16,27,4
0,0,1,0,0,1,0,182,16,27,4
0,7,5,0,1,0,0,182,16,27,4
0,0,0,0,0,1,0,182,16,27,4
1,0,1,0,0,0,1,182,16,27,4
0,9,0,0,1,0,0,183,16,27,4
0,7,0,0,0,0,0,183,16,27,4
1,0,1,0,1,0,1,183,16,27,4
0,0,5,1,0,1,0,183,16,27,4
0,7,5,1,0,0,0,184,16,27,4
1,0,1,0,1,0,1,184,16,27,4
0,0,0,0,0,1,0,184,16,27,4
0,9,0,0,0,0,0,184,16,27,4
0,0,5,0,1,1,0,185,16,27,4
0,0,5,0,0,0,1,185,16,27,4
1,9,1,1,0,0,0,185,16,27,4
0,7,0,0,1,0,0,185,16,27,4
1,0,1,0,0,0,1,186,16,27,4
0,7,0,0,0,0,0,186,16,27,4
0,9,0,1,0,0,0,186,16,27,4
0,0,5,0,1,1,0,186,16,27,4
0,9,1,1,0,0,0,187,16,27,4
1,7,1,0,1,0,0,187,16,27,4
0,0,0,0,1,1,0,187,16,27,4
0,0,5,0,0,0,1,187,16,27,4
0,0,5,0,0,1,0,188,16,27,4
0,7,0,1,0,0,0,188,16,27,4
1,0,1,0,1,0,1,188,16,27,4
0,9,0,0,0,0,0,188,16,27,4
0,0,5,1,0,0,1,189,16,27,4
1,7,1,0,1,0,0,189,16,27,4
0,0,0,0,0,1,0,189,16,27,4
0,9,1,0,0,0,0,189,16,27,4
0,7,1,0,0,0,0,190,16,27,4
1,9,0,0,1,0,0,190,16,27,4
0,0,5,0,0,1,0,190,16,27,4
0,0,1,1,0,0,1,190,16,27,4
0,9,0,0,1,0,0,191,16,27,4
0,7,0,0,0,0,0,191,16,27,4
1,0,1,0,1,0,1,191,16,27,4
0,0,5,1,0,1,0,191,16,27,4
1,7,5,1,0,0,0,192,17,29,7
0,0,1,0,1,0,1,192,17,29,7
0,0,0,0,0,1,0,192,17,29,7
0,9,0,0,0,0,0,192,17,29,7
0,0,5,0,1,1,0,193,17,29,7
0,0,5,0,0,0,1,193,17,29,7
1,9,1,1,0,0,0,193,17,29,7
0,7,0,0,1,0,0,193,17,29,7
0,0,1,0,0,0,1,194,17,29,7
0,7,0,0,0,0,0,194,17,29,7
1,9,0,1,0,0,0,194,17,29,7
0,0,5,0,1,1,0,194,17,29,7
0,9,1,1,0,0,0,195,17,29,7
1,7,1,0,1,0,0,195,17,29,7
0,0,0,0,1,1,0,195,17,29,7
0,0,5,0,0,0,1,195,17,29,7
0,0,5,0,0,1,0,196,17,29,7
1,7,0,1,0,0,0,196,17,29,7
0,0,1,0,1,0,1,196,17,29,7
0,9,0,0,0,0,0,196,17,29,7
0,0,5,1,0,0,1,197,17,29,7
1,7,1,0,1,0,0,197,17,29,7
0,0,0,0,0,1,0,197,17,29,7
0,9,1,0,0,0,0,197,17,29,7
0,7,1,0,0,0,0,198,17,29,7
1,9,0,0,1,0,0,198,17,29,7
0,0,5,0,0,1,0,198,17,29,7
0,0,1,1,0,0,1,198,17,29,7
1,9,0,0,1,0,0,199,17,29,7
0,7,0,0,0,0,0,199,17,29,7
0,0,1,0,1,0,1,199,17,29,7
0,0,5,1,0,1,0,199,17,29,7
0,0,0,1,0,0,1,200,17,29,7
0,0,1,0,0,1,0,200,17,29,7
0,9,1,0,0,0,0,200,17,29,7
1,9,5,0,1,0,0,200,17,29,7
1,9,0,0,1,0,0,201,17,29,7
0,7,5,0,0,0,0,201,17,29,7
0,0,1,1,0,0,1,201,17,29,7
0,0,0,0,0,1,0,201,17,29,7
0,0,1,0,1,0,1,202,17,29,7
0,9,0,0,1,0,0,202,17,29,7
0,0,0,0,0,1,0,202,17,29,7
1,7,5,1,0,0,0,202,17,29,7
0,0,5,0,1,0,1,203,17,29,7
1,9,0,0,1,0,0,203,17,29,7
0,7,1,0,0,0,0,203,17,29,7
0,0,0,0,0,1,0,203,17,29,7
1,7,5,1,0,0,0,204,18,31,5
0,0,1,0,1,0,1,204,18,31,5
0,0,0,0,0,1,0,204,18,31,5
0,9,0,0,0,0,0,204,18,31,5
0,0,5,0,1,1,0,205,18,31,5
0,0,5,0,0,0,1,205,18,31,5
1,9,1,1,0,0,0,205,18,31,5
0,7,0,0,1,0,0,205,18,31,5
0,0,1,0,0,0,1,206,18,31,5
0,7,0,0,0,0,0,206,18,31,5
0,9,0,1,0,0,0,206,18,31,5
1,0,5,0,1,1,0,206,18,31,5
0,9,1,1,0,0,0,207,18,31,5
0,7,1,0,1,0,0,207,18,31,5
0,0,0,0,1,1,0,207,18,31,5
1,0,5,0,0,0,1,207,18,31,5
1,0,5,0,0,1,0,208,18,31,5
0,7,0,1,0,0,0,208,18,31,5
0,0,1,0,1,0,1,208,18,31,5
0,9,0,0,0,0,0,208,18,31,5
1,0,5,1,0,0,1,209,18,31,5
0,7,1,0,1,0,0,209,18,31,5
0,0,0,0,0,1,0,209,18,31,5
0,9,1,0,0,0,0,209,18,31,5
0,7,1,0,0,0,0,210,18,31,5
0,9,0,0,1,0,0,210,18,31,5
0,0,5,0,0,1,0,210,18,31,5
1,0,1,1,0,0,1,210,18,31,5
0,9,0,0,1,0,0,211,18,31,5
0,7,0,0,0,0,0,211,18,31,5
0,0,1,0,1,0,1,211,18,31,5
1,0,5,1,0,1,0,211,18,31,5
1,0,0,1,0,0,1,212,18,31,5
0,0,1,0,0,1,0,212,18,31,5
0,9,1,0,0,0,0,212,18,31,5
0,9,5,0,1,0,0,212,18,31,5
0,9,0,0,1,0,0,213,18,31,5
0,7,5,0,0,0,0,213,18,31,5
1,0,1,1,0,0,1,213,18,31,5
0,0,0,0,0,1,0,213,18,31,5
0,0,1,0,1,0,1,214,18,31,5
0,9,0,0,1,0,0,214,18,31,5
0,0,0,0,0,1,0,214,18,31,5
1,7,5,1,0,0,0,214,18,31,5
1,0,5,0,1,0,1,215,18,31,5
0,9,0,0,1,0,0,215,18,31,5
0,7,1,0,0,0,0,215,18,31,5
0,0,0,0,0,1,0,215,18,31,5
0,0,0,1,0,0,1,216,19,33,6
1,7,5,0,1,0,0,216,19,33,6
0,0,1,0,0,1,0,216,19,33,6
0,9,1,0,1,0,0,216,19,33,6
1,7,5,0,0,0,0,217,19,33,6
0,0,1,0,1,1,0,217,19,33,6
0,0,0,0,1,0,1,217,19,33,6
0,9,5,1,0,0,0,217,19,33,6
0,9,1,0,0,0,0,218,19,33,6
0,0,1,0,0,1,0,218,19,33,6
1,7,5,0,1,0,0,218,19,33,6
0,0,0,1,0,0,1,218,19,33,6
1,7,5,0,1,0,0,219,19,33,6
0,9,1,0,0,0,0,219,19,33,6
0,0,0,0,1,1,0,219,19,33,6
0,0,1,1,0,0,1,219,19,33,6
1,7,5,0,1,0,0,220,19,33,6
0,9,1,1,0,0,0,220,19,33,6
0,0,0,0,0,0,1,220,19,33,6
0,0,5,0,1,1,0,220,19,33,6
1,7,0,0,1,0,0,221,19,33,6
0,9,5,0,1,0,0,221,19,33,6
0,0,1,1,0,1,0,221,19,33,6
0,0,5,0,0,0,1,221,19,33,6
0,9,5,0,0,0,0,222,19,33,6
1,7,1,0,1,0,0,222,19,33,6
0,0,0,0,1,1,0,222,19,33,6
0,0,0,1,0,0,1,222,19,33,6
0,0,1,0,1,0,1,223,19,33,6
0,9,1,0,0,0,0,223,19,33,6
1,7,0,1,0,0,0,223,19,33,6
0,0,5,0,1,1,0,223,19,33,6
0,0,0,1,0,1,0,224,19,33,6
0,9,1,0,1,0,0,224,19,33,6
0,0,0,0,0,0,1,224,19,33,6
1,7,5,0,1,0,0,224,19,33,6
0,0,0,0,0,0,1,225,19,33,6
0,9,0,0,0,0,0,225,19,33,6
1,0,1,1,0,1,0,225,19,33,6
0,7,5,0,1,0,0,225,19,33,6
0,0,5,0,1,0,1,226,19,33,6
0,9,0,0,0,0,0,226,19,33,6
1,0,1,0,0,1,0,226,19,33,6
0,7,5,1,0,0,0,226,19,33,6
0,9,0,0,1,0,0,227,19,33,6
1,7,1,0,0,0,0,227,19,33,6
0,0,1,1,0,0,1,227,19,33,6
0,0,5,0,0,1,0,227,19,33,6
1,9,5,0,1,0,0,228,20,35,6
0,7,1,0,0,0,0,228,20,35,6
0,0,0,0,0,0,1,228,20,35,6
0,0,5,0,0,0,1,228,20,35,6
0,0,1,0,1,1,0,229,20,35,6
0,0,5,1,0,0,1,229,20,35,6
0,9,5,1,0,0,0,229,20,35,6
1,7,0,0,1,0,0,229,20,35,6
0,0,1,0,1,0,1,230,20,35,6
0,7,0,0,0,0,0,230,20,35,6
0,9,0,0,0,0,0,230,20,35,6
1,0,5,0,1,1,0,230,20,35,6
0,9,1,1,0,0,0,231,20,35,6
1,0,5,0,1,1,0,231,20,35,6
0,7,0,0,0,0,0,231,20,35,6
0,0,5,0,1,0,1,231,20,35,6
0,9,5,0,0,0,0,232,20,35,6
0,0,0,0,1,0,1,232,20,35,6
1,0,1,1,0,1,0,232,20,35,6
0,7,5,0,1,0,0,232,20,35,6
0,0,0,0,1,0,1,233,20,35,6
1,0,5,0,0,1,0,233,20,35,6
0,9,5,0,0,0,0,233,20,35,6
0,7,1,0,1,0,0,233,20,35,6
0,0,1,0,1,1,0,234,20,35,6
1,9,5,1,0,0,0,234,20,35,6
0,0,5,0,1,0,1,234,20,35,6
0,7,0,0,0,0,0,234,20,35,6
0,9,0,0,1,0,0,235,20,35,6
0,0,1,0,0,0,1,235,20,35,6
1,0,1,0,1,1,0,235,20,35,6
0,7,5,0,0,0,0,235,20,35,6
0,0,5,0,0,0,1,236,20,35,6
0,0,0,0,0,1,0,236,20,35,6
0,9,1,0,1,0,0,236,20,35,6
1,7,1,0,1,0,0,236,20,35,6
0,7,5,0,0,0,0,237,20,35,6
0,0,1,0,1,1,0,237,20,35,6
1,0,0,0,1,0,1,237,20,35,6
0,9,1,0,0,0,0,237,20,35,6
0,9,5,0,0,0,0,238,20,35,6
1,0,1,0,0,1,0,238,20,35,6
0,7,5,0,1,0,0,238,20,35,6
0,0,0,1,0,0,1,238,20,35,6
1,9,5,0,0,0,0,239,20,35,6
0,7,0,0,0,0,0,239,20,35,6
0,0,0,0,1,1,0,239,20,35,6
0,0,1,0,1,0,1,239,20,35,6
1,0,0,1,0,1,0,240,21,37,7
0,7,1,0,0,0,0,240,21,37,7
0,9,5,0,1,0,0,240,21,37,7
0,0,5,0,1,0,1,240,21,37,7
0,9,5,0,1,0,0,241,21,37,7
0,0,0,0,0,0,1,241,21,37,7
0,7,1,0,0,0,0,241,21,37,7
1,0,0,1,0,1,0,241,21,37,7
0,7,0,0,0,0,0,242,21,37,7
1,0,0,0,1,1,0,242,21,37,7
0,0,5,0,1,0,1,242,21,37,7
0,9,1,0,0,0,0,242,21,37,7
0,7,5,1,0,0,0,243,21,37,7
0,0,1,0,0,0,1,243,21,37,7
0,0,5,0,0,1,0,243,21,37,7
1,9,0,0,1,0,0,243,21,37,7
0,0,0,0,1,0,1,244,21,37,7
0,0,1,0,0,1,0,244,21,37,7
1,9,0,0,1,0,0,244,21,37,7
0,7,5,1,0,0,0,244,21,37,7
0,0,5,0,0,0,1,245,21,37,7
0,0,1,0,0,1,0,245,21,37,7
0,9,5,1,0,0,0,245,21,37,7
1,7,0,0,1,0,0,245,21,37,7
0,9,5,0,1,0,0,246,21,37,7
1,0,0,0,1,1,0,246,21,37,7
0,0,5,1,0,0,1,246,21,37,7
0,7,1,0,0,0,0,246,21,37,7
0,9,1,0,1,0,0,247,21,37,7
1,7,0,1,0,0,0,247,21,37,7
0,0,5,0,1,1,0,247,21,37,7
0,0,0,0,0,0,1,247,21,37,7
0,0,0,0,0,1,0,248,21,37,7
1,9,1,0,0,0,0,248,21,37,7
0,0,5,0,0,0,1,248,21,37,7
0,0,5,0,1,0,1,248,21,37,7
0,9,5,0,1,0,0,249,21,37,7
0,0,5,0,0,0,1,249,21,37,7
0,7,1,0,0,0,0,249,21,37,7
1,0,0,0,0,1,0,249,21,37,7
0,7,1,0,0,0,0,250,21,37,7
1,0,0,0,0,1,0,250,21,37,7
0,0,5,1,0,0,1,250,21,37,7
0,9,5,0,1,0,0,250,21,37,7
0,0,0,0,0,1,0,251,21,37,7
1,0,1,0,1,0,1,251,21,37,7
0,7,5,0,0,0,0,251,21,37,7
0,9,0,0,0,0,0,251,21,37,7
1,7,5,0,1,0,0,252,22,39,5
0,9,1,1,0,0,0,252,22,39,5
0,0,0,0,0,0,1,252,22,39,5
0,0,5,0,1,1,0,252,22,39,5
0,7,0,0,1,0,0,253,22,39,5
0,9,5,0,1,0,0,253,22,39,5
1,0,1,1,0,1,0,253,22,39,5
0,0,5,0,0,0,1,253,22,39,5
0,9,5,0,0,0,0,254,22,39,5
1,7,1,0,1,0,0,254,22,39,5
0,0,0,0,1,1,0,254,22,39,5
0,0,0,1,0,0,1,254,22,39,5
0,0,1,0,1,0,1,255,22,39,5
0,9,1,0,0,0,0,255,22,39,5
1,7,0,1,0,0,0,255,22,39,5
0,0,5,0,1,1,0,255,22,39,5
1,0,0,1,0,1,0,256,22,39,5
0,9,1,0,1,0,0,256,22,39,5
0,0,0,0,0,0,1,256,22,39,5
0,7,5,0,1,0,0,256,22,39,5
0,0,0,0,0,0,1,257,22,39,5
0,9,0,0,0,0,0,257,22,39,5
1,0,1,1,0,1,0,257,22,39,5
0,7,5,0,1,0,0,257,22,39,5
0,0,5,0,1,0,1,258,22,39,5
0,9,0,0,0,0,0,258,22,39,5
1,0,1,0,0,1,0,258,22,39,5
0,7,5,1,0,0,0,258,22,39,5
0,9,0,0,1,0,0,259,22,39,5
1,7,1,0,0,0,0,259,22,39,5
0,0,1,1,0,0,1,259,22,39,5
0,0,5,0,0,1,0,259,22,39,5
0,0,5,0,1,0,1,260,22,39,5
0,0,5,0,0,1,0,260,22,39,5
0,9,0,0,1,0,0,260,22,39,5
1,7,1,0,0,0,0,260,22,39,5
0,0,1,0,1,0,1,261,22,39,5
0,0,5,1,0,1,0,261,22,39,5
1,7,0,0,0,0,0,261,22,39,5
0,9,0,0,1,0,0,261,22,39,5
0,9,5,0,1,0,0,262,22,39,5
0,0,0,0,1,1,0,262,22,39,5
0,0,5,1,0,0,1,262,22,39,5
1,7,1,0,0,0,0,262,22,39,5
1,0,1,0,1,1,0,263,22,39,5
0,7,5,0,0,0,0,263,22,39,5
0,9,5,1,0,0,0,263,22,39,5
0,0,0,0,1,0,1,263,22,39,5
1,9,5,0,1,0,0,264,23,41,4
0,7,1,0,0,0,0,264,23,41,4
0,0,0,0,0,0,1,264,23,41,4
0,0,5,0,0,0,1,264,23,41,4
0,0,1,0,1,1,0,265,23,41,4
1,0,5,1,0,0,1,265,23,41,4
0,9,5,1,0,0,0,265,23,41,4
0,7,0,0,1,0,0,265,23,41,4
1,0,1,0,1,0,1,266,23,41,4
0,7,0,0,0,0,0,266,23,41,4
0,9,0,0,0,0,0,266,23,41,4
0,0,5,0,1,1,0,266,23,41,4
1,9,1,1,0,0,0,267,23,41,4
0,0,5,0,1,1,0,267,23,41,4
0,7,0,0,0,0,0,267,23,41,4
0,0,5,0,1,0,1,267,23,41,4
0,9,5,0,0,0,0,268,23,41,4
0,0,0,0,1,0,1,268,23,41,4
1,0,1,1,0,1,0,268,23,41,4
0,7,5,0,1,0,0,268,23,41,4
1,0,0,0,1,0,1,269,23,41,4
0,0,5,0,0,1,0,269,23,41,4
0,9,5,0,0,0,0,269,23,41,4
0,7,1,0,1,0,0,269,23,41,4
0,0,1,0,1,1,0,270,23,41,4
1,9,5,1,0,0,0,270,23,41,4
0,0,5,0,1,0,1,270,23,41,4
0,7,0,0,0,0,0,270,23,41,4
1,9,0,0,1,0,0,271,23,41,4
0,0,1,0,0,0,1,271,23,41,4
0,0,1,0,1,1,0,271,23,41,4
0,7,5,0,0,0,0,271,23,41,4
0,0,5,0,0,0,1,272,23,41,4
0,0,0,0,0,1,0,272,23,41,4
1,9,1,0,1,0,0,272,23,41,4
0,7,1,0,1,0,0,272,23,41,4
0,7,5,0,0,0,0,273,23,41,4
1,0,1,0,1,1,0,273,23,41,4
0,0,0,0,1,0,1,273,23,41,4
0,9,1,0,0,0,0,273,23,41,4
0,9,5,0,0,0,0,274,23,41,4
0,0,1,0,0,1,0,274,23,41,4
0,7,5,0,1,0,0,274,23,41,4
1,0,0,1,0,0,1,274,23,41,4
0,9,5,0,0,0,0,275,23,41,4
0,7,0,0,0,0,0,275,23,41,4
1,0,0,0,1,1,0,275,23,41,4
0,0,1,0,1,0,1,275,23,41,4
0,9,5,0,0,0,0,276,24,43,1
1,0,0,0,1,0,1,276,24,43,1
0,0,1,1,0,1,0,276,24,43,1
0,7,5,0,1,0,0,276,24,43,1
1,0,0,0,1,0,1,277,24,43,1
0,0,5,0,0,1,0,277,24,43,1
0,9,5,0,0,0,0,277,24,43,1
0,7,1,0,1,0,0,277,24,43,1
0,0,1,0,1,1,0,278,24,43,1
0,9,5,1,0,0,0,278,24,43,1
1,0,5,0,1,0,1,278,24,43,1
0,7,0,0,0,0,0,278,24,43,1
0,9,0,0,1,0,0,279,24,43,1
1,0,1,0,0,0,1,279,24,43,1
0,0,1,0,1,1,0,279,24,43,1
0,7,5,0,0,0,0,279,24,43,1
0,0,5,0,0,0,1,280,24,43,1
0,0,0,0,0,1,0,280,24,43,1
0,9,1,0,1,0,0,280,24,43,1
1,7,1,0,1,0,0,280,24,43,1
0,7,5,0,0,0,0,281,24,43,1
0,0,1,0,1,1,0,281,24,43,1
1,0,0,0,1,0,1,281,24,43,1
0,9,1,0,0,0,0,281,24,43,1
0,9,5,0,0,0,0,282,24,43,1
0,0,1,0,0,1,0,282,24,43,1
0,7,5,0,1,0,0,282,24,43,1
1,0,0,1,0,0,1,282,24,43,1
0,9,5,0,0,0,0,283,24,43,1
0,7,0,0,0,0,0,283,24,43,1
0,0,0,0,1,1,0,283,24,43,1
1,0,1,0,1,0,1,283,24,43,1
0,0,0,0,1,0,1,284,24,43,1
1,9,1,1,0,0,0,284,24,43,1
0,7,5,0,0,0,0,284,24,43,1
0,0,5,0,1,1,0,284,24,43,1
0,7,0,0,1,0,0,285,24,43,1
0,0,5,0,1,1,0,285,24,43,1
0,9,1,1,0,0,0,285,24,43,1
1,0,1,0,0,0,1,285,24,43,1
0,0,5,1,0,1,0,286,24,43,1
0,9,1,0,1,0,0,286,24,43,1
0,7,0,0,0,0,0,286,24,43,1
1,0,0,0,1,0,1,286,24,43,1
0,0,1,0,1,1,0,287,24,43,1
0,9,5,0,1,0,0,287,24,43,1
1,7,0,1,0,0,0,287,24,43,1
0,0,1,0,1,0,1,287,24,43,1
0,0,0,1,0,1,0,288,25,45,3
0,7,1,0,0,0,0,288,25,45,3
1,9,5,0,1,0,0,288,25,45,3
0,0,5,0,1,0,1,288,25,45,3
1,9,5,0,1,0,0,289,25,45,3
0,0,0,0,0,0,1,289,25,45,3
0,7,1,0,0,0,0,289,25,45,3
0,0,0,1,0,1,0,289,25,45,3
1,7,0,0,0,0,0,290,25,45,3
0,0,0,0,1,1,0,290,25,45,3
0,0,5,0,1,0,1,290,25,45,3
0,9,1,0,0,0,0,290,25,45,3
1,7,5,1,0,0,0,291,25,45,3
0,0,1,0,0,0,1,291,25,45,3
0,0,5,0,0,1,0,291,25,45,3
0,9,0,0,1,0,0,291,25,45,3
0,0,0,0,1,0,1,292,25,45,3
0,0,1,0,0,1,0,292,25,45,3
1,9,0,0,1,0,0,292,25,45,3
0,7,5,1,0,0,0,292,25,45,3
0,0,5,0,0,0,1,293,25,45,3
0,0,1,0,0,1,0,293,25,45,3
0,9,5,1,0,0,0,293,25,45,3
1,7,0,0,1,0,0,293,25,45,3
1,9,5,0,1,0,0,294,25,45,3
0,0,0,0,1,1,0,294,25,45,3
0,0,5,1,0,0,1,294,25,45,3
0,7,1,0,0,0,0,294,25,45,3
0,9,1,0,1,0,0,295,25,45,3
1,7,0,1,0,0,0,295,25,45,3
0,0,5,0,1,1,0,295,25,45,3
0,0,0,0,0,0,1,295,25,45,3
0,0,0,0,0,1,0,296,25,45,3
0,9,1,0,0,0,0,296,25,45,3
0,0,5,0,0,0,1,296,25,45,3
1,0,5,0,1,0,1,296,25,45,3
1,9,5,0,1,0,0,297,25,45,3
0,0,5,0,0,0,1,297,25,45,3
0,7,1,0,0,0,0,297,25,45,3
0,0,0,0,0,1,0,297,25,45,3
0,7,1,0,0,0,0,298,25,45,3
0,0,0,0,0,1,0,298,25,45,3
0,0,5,1,0,0,1,298,25,45,3
1,9,5,0,1,0,0,298,25,45,3
0,0,0,0,0,1,0,299,25,45,3
1,0,1,0,1,0,1,299,25,45,3
0,7,5,0,0,0,0,299,25,45,3
0,9,0,0,0,0,0,299,25,45,3
0,9,0,0,0,0,0,300,26,47,3
0,0,0,0,1,0,1,300,26,47,3
1,0,1,1,0,1,0,300,26,47,3
0,7,5,0,1,0,0,300,26,47,3
0,0,0,0,0,1,0,301,26,47,3
0,7,5,0,0,0,0,301,26,47,3
1,0,0,1,0,0,1,301,26,47,3
0,9,1,0,1,0,0,301,26,47,3
1,0,1,0,0,1,0,302,26,47,3
0,9,5,0,1,0,0,302,26,47,3
0,0,5,0,1,0,1,302,26,47,3
0,7,0,0,0,0,0,302,26,47,3
0,9,0,1,0,0,0,303,26,47,3
0,7,5,0,0,0,0,303,26,47,3
1,0,1,0,1,0,1,303,26,47,3
0,0,1,0,0,1,0,303,26,47,3
1,0,0,1,0,1,0,304,26,47,3
0,7,1,0,0,0,0,304,26,47,3
0,9,5,0,1,0,0,304,26,47,3
0,0,5,0,1,0,1,304,26,47,3
0,9,5,0,1,0,0,305,26,47,3
0,0,0,0,0,0,1,305,26,47,3
0,7,1,0,0,0,0,305,26,47,3
1,0,0,1,0,1,0,305,26,47,3
0,7,0,0,0,0,0,306,26,47,3
0,0,0,0,1,1,0,306,26,47,3
1,0,5,0,1,0,1,306,26,47,3
0,9,1,0,0,0,0,306,26,47,3
1,7,5,1,0,0,0,307,26,47,3
0,0,1,0,0,0,1,307,26,47,3
0,0,5,0,0,1,0,307,26,47,3
0,9,0,0,1,0,0,307,26,47,3
0,0,0,0,1,0,1,308,26,47,3
0,0,1,0,0,1,0,308,26,47,3
0,9,0,0,1,0,0,308,26,47,3
1,7,5,1,0,0,0,308,26,47,3
0,0,5,0,0,0,1,309,26,47,3
0,0,1,0,0,1,0,309,26,47,3
1,9,5,1,0,0,0,309,26,47,3
0,7,0,0,1,0,0,309,26,47,3
0,9,5,0,1,0,0,310,26,47,3
1,0,0,0,1,1,0,310,26,47,3
0,0,5,1,0,0,1,310,26,47,3
0,7,1,0,0,0,0,310,26,47,3
1,9,1,0,1,0,0,311,26,47,3
0,7,0,1,0,0,0,311,26,47,3
0,0,5,0,1,1,0,311,26,47,3
0,0,0,0,0,0,1,311,26,47,3
0,7,5,0,1,0,0,312,27,49,3
0,9,1,1,0,0,0,312,27,49,3
0,0,0,0,0,0,1,312,27,49,3
1,0,5,0,1,1,0,312,27,49,3
1,7,0,0,1,0,0,313,27,49,3
0,9,5,0,1,0,0,313,27,49,3
0,0,1,1,0,1,0,313,27,49,3
0,0,5,0,0,0,1,313,27,49,3
0,9,5,0,0,0,0,314,27,49,3
0,7,1,0,1,0,0,314,27,49,3
1,0,0,0,1,1,0,314,27,49,3
0,0,0,1,0,0,1,314,27,49,3
0,0,1,0,1,0,1,315,27,49,3
0,9,1,0,0,0,0,315,27,49,3
1,7,0,1,0,0,0,315,27,49,3
0,0,5,0,1,1,0,315,27,49,3
1,0,0,1,0,1,0,316,27,49,3
0,9,1,0,1,0,0,316,27,49,3
