choice,icca,occa,income,ich,och,id,alt,inc.room,inc.cooling,int.cooling
FALSE,19.1,3.1,60,10.06,3.21,62,ecc,0,60,1
FALSE,0,0,60,8.01,4.64,62,er,60,0,0
FALSE,19.1,3.1,60,6.09,4.64,62,erc,60,60,1
FALSE,0,0,60,24.07,1.97,62,gc,0,0,0
TRUE,19.1,3.1,60,7.98,1.97,62,gcc,0,60,1
FALSE,19.1,3.1,60,11.28,1.41,62,hpc,0,60,1
FALSE,0,0,60,22.11,4.65,63,ec,0,0,0
FALSE,27.19,2.6,60,9.02,4.65,63,ecc,0,60,1
FALSE,0,0,60,6.96,4.39,63,er,60,0,0
FALSE,27.19,2.6,60,7.75,4.39,63,erc,60,60,1
FALSE,0,0,60,18.49,2.38,63,gc,0,0,0
TRUE,27.19,2.6,60,6.12,2.38,63,gcc,0,60,1
FALSE,27.19,2.6,60,9.83,1.44,63,hpc,0,60,1
FALSE,0,0,30,27.91,4.5,64,ec,0,0,0
FALSE,28.94,2.17,30,9.15,4.5,64,ecc,0,30,1
FALSE,0,0,30,7.68,3.79,64,er,30,0,0
FALSE,28.94,2.17,30,7.45,3.79,64,erc,30,30,1
TRUE,0,0,30,23.05,2.61,64,gc,0,0,0
FALSE,28.94,2.17,30,7.65,2.61,64,gcc,0,30,1
FALSE,28.94,2.17,30,9.8,1.49,64,hpc,0,30,1
FALSE,0,0,30,29.03,3.39,65,ec,0,0,0
FALSE,22.18,2.89,30,10.13,3.39,65,ecc,0,30,1
FALSE,0,0,30,8.13,3.56,65,er,30,0,0
FALSE,22.18,2.89,30,8.08,3.56,65,erc,30,30,1
FALSE,0,0,30,29.71,2.24,65,gc,0,0,0
FALSE,22.18,2.89,30,7.93,2.24,65,gcc,0,30,1
TRUE,22.18,2.89,30,9.96,1.26,65,hpc,0,30,1
FALSE,0,0,60,22.79,4.1,66,ec,0,0,0
FALSE,22.41,2.34,60,8.22,4.1,66,ecc,0,60,1
FALSE,0,0,60,6.94,4.66,66,er,60,0,0
FALSE,22.41,2.34,60,8.11,4.66,66,erc,60,60,1
FALSE,0,0,60,25.97,2.08,66,gc,0,0,0
TRUE,22.41,2.34,60,9.27,2.08,66,gcc,0,60,1
FALSE,22.41,2.34,60,9.82,1.51,66,hpc,0,60,1
FALSE,0,0,20,30.72,3.53,67,ec,0,0,0
FALSE,22.78,2.42,20,9.72,3.53,67,ecc,0,20,1
TRUE,0,0,20,8.52,3.35,67,er,20,0,0
FALSE,22.78,2.42,20,10.37,3.35,67,erc,20,20,1
FALSE,0,0,20,25.39,1.86,67,gc,0,0,0
FALSE,22.78,2.42,20,8.13,1.86,67,gcc,0,20,1
FALSE,22.78,2.42,20,9.81,1.19,67,hpc,0,20,1
FALSE,0,0,40,33.1,4.57,68,ec,0,0,0
FALSE,27.65,2.25,40,12.06,4.57,68,ecc,0,40,1
FALSE,0,0,40,10.53,4.91,68,er,40,0,0
FALSE,27.65,2.25,40,10.31,4.91,68,erc,40,40,1
FALSE,0,0,40,28.95,2.36,68,gc,0,0,0
TRUE,27.65,2.25,40,9.43,2.36,68,gcc,0,40,1
FALSE,27.65,2.25,40,13.25,1.5,68,hpc,0,40,1
FALSE,0,0,60,28.2,3.98,69,ec,0,0,0
FALSE,25.65,2.9,60,7.89,3.98,69,ecc,0,60,1
FALSE,0,0,60,8.3,3.64,69,er,60,0,0
FALSE,25.65,2.9,60,7.33,3.64,69,erc,60,60,1
FALSE,0,0,60,31.84,1.82,69,gc,0,0,0
TRUE,25.65,2.9,60,6.68,1.82,69,gcc,0,60,1
FALSE,25.65,2.9,60,9.4,1.76,69,hpc,0,60,1
FALSE,0,0,70,20.65,3.27,70,ec,0,0,0
FALSE,26.01,2.2,70,8.47,3.27,70,ecc,0,70,1
FALSE,0,0,70,6.98,3.73,70,er,70,0,0
FALSE,26.01,2.2,70,7.48,3.73,70,erc,70,70,1
FALSE,0,0,70,26.21,1.95,70,gc,0,0,0
TRUE,26.01,2.2,70,6.6,1.95,70,gcc,0,70,1
FALSE,26.01,2.2,70,11.2,1.32,70,hpc,0,70,1
FALSE,0,0,50,32.74,4.03,71,ec,0,0,0
FALSE,18.32,2.53,50,9.39,4.03,71,ecc,0,50,1
FALSE,0,0,50,8.08,3.98,71,er,50,0,0
FALSE,18.32,2.53,50,9.68,3.98,71,erc,50,50,1
FALSE,0,0,50,25.3,2.78,71,gc,0,0,0
TRUE,18.32,2.53,50,9.89,2.78,71,gcc,0,50,1
FALSE,18.32,2.53,50,11.98,1.66,71,hpc,0,50,1
FALSE,0,0,40,27.51,4.33,72,ec,0,0,0
FALSE,23.74,2.21,40,7.45,4.33,72,ecc,0,40,1
FALSE,0,0,40,7.33,4.74,72,er,40,0,0
FALSE,23.74,2.21,40,8.15,4.74,72,erc,40,40,1
FALSE,0,0,40,19.99,2.23,72,gc,0,0,0
TRUE,23.74,2.21,40,5.09,2.23,72,gcc,0,40,1
FALSE,23.74,2.21,40,9.04,1.54,72,hpc,0,40,1
FALSE,0,0,30,20.63,3.76,73,ec,0,0,0
FALSE,23,2.09,30,8.24,3.76,73,ecc,0,30,1
FALSE,0,0,30,7.63,4.84,73,er,30,0,0
FALSE,23,2.09,30,7.36,4.84,73,erc,30,30,1
FALSE,0,0,30,21.7,2.5,73,gc,0,0,0
TRUE,23,2.09,30,5.75,2.5,73,gcc,0,30,1
FALSE,23,2.09,30,9.83,1.79,73,hpc,0,30,1
FALSE,0,0,60,18.68,3.83,74,ec,0,0,0
FALSE,24.82,2.4,60,6.35,3.83,74,ecc,0,60,1
FALSE,0,0,60,6.6,3.45,74,er,60,0,0
FALSE,24.82,2.4,60,7.6,3.45,74,erc,60,60,1
FALSE,0,0,60,23.53,1.71,74,gc,0,0,0
TRUE,24.82,2.4,60,4.75,1.71,74,gcc,0,60,1
FALSE,24.82,2.4,60,7.79,1.19,74,hpc,0,60,1
FALSE,0,0,20,31.67,4.96,75,ec,0,0,0
FALSE,24.05,2.31,20,10.79,4.96,75,ecc,0,20,1
TRUE,0,0,20,8.6,3.84,75,er,20,0,0
FALSE,24.05,2.31,20,10.72,3.84,75,erc,20,20,1
FALSE,0,0,20,30.07,2.05,75,gc,0,0,0
FALSE,24.05,2.31,20,8.91,2.05,75,gcc,0,20,1
FALSE,24.05,2.31,20,14.92,1.41,75,hpc,0,20,1
FALSE,0,0,20,20.63,4.24,76,ec,0,0,0
FALSE,24.62,2.26,20,8.52,4.24,76,ecc,0,20,1
FALSE,0,0,20,8.3,3.96,76,er,20,0,0
FALSE,24.62,2.26,20,6.31,3.96,76,erc,20,20,1
TRUE,0,0,20,23.29,1.74,76,gc,0,0,0
FALSE,24.62,2.26,20,7.07,1.74,76,gcc,0,20,1
FALSE,24.62,2.26,20,8.86,1.42,76,hpc,0,20,1
FALSE,0,0,50,33.27,5.22,77,ec,0,0,0
FALSE,30.37,2.41,50,9.01,5.22,77,ecc,0,50,1
FALSE,0,0,50,9.41,4.37,77,er,50,0,0
FALSE,30.37,2.41,50,8.29,4.37,77,erc,50,50,1
FALSE,0,0,50,31.52,2.42,77,gc,0,0,0
TRUE,30.37,2.41,50,9.6,2.42,77,gcc,0,50,1
FALSE,30.37,2.41,50,10.78,1.24,77,hpc,0,50,1
FALSE,0,0,40,24.3,3.24,78,ec,0,0,0
FALSE,25.15,2.88,40,8.79,3.24,78,ecc,0,40,1
FALSE,0,0,40,8.02,3.09,78,er,40,0,0
FALSE,25.15,2.88,40,8.19,3.09,78,erc,40,40,1
FALSE,0,0,40,27.22,1.63,78,gc,0,0,0
TRUE,25.15,2.88,40,5.16,1.63,78,gcc,0,40,1
FALSE,25.15,2.88,40,7.59,1.61,78,hpc,0,40,1
FALSE,0,0,70,26.16,3.96,79,ec,0,0,0
FALSE,22.82,2.35,70,7.91,3.96,79,ecc,0,70,1
FALSE,0,0,70,6.46,3.98,79,er,70,0,0
FALSE,22.82,2.35,70,6.52,3.98,79,erc,70,70,1
FALSE,0,0,70,29.13,2.2,79,gc,0,0,0
FALSE,22.82,2.35,70,8.68,2.2,79,gcc,0,70,1
TRUE,22.82,2.35,70,9.5,1.41,79,hpc,0,70,1
FALSE,0,0,40,19.91,4.57,80,ec,0,0,0
FALSE,30.16,2.43,40,7.76,4.57,80,ecc,0,40,1
FALSE,0,0,40,7.95,4.31,80,er,40,0,0
FALSE,30.16,2.43,40,6.59,4.31,80,erc,40,40,1
FALSE,0,0,40,29.1,2.2,80,gc,0,0,0
TRUE,30.16,2.43,40,7.58,2.2,80,gcc,0,40,1
FALSE,30.16,2.43,40,11.54,1.39,80,hpc,0,40,1
FALSE,0,0,30,23.95,4.37,81,ec,0,0,0
FALSE,30.62,2.04,30,7.91,4.37,81,ecc,0,30,1
FALSE,0,0,30,6.81,3.61,81,er,30,0,0
FALSE,30.62,2.04,30,7.16,3.61,81,erc,30,30,1
FALSE,0,0,30,22.71,1.53,81,gc,0,0,0
TRUE,30.62,2.04,30,7.4,1.53,81,gcc,0,30,1
FALSE,30.62,2.04,30,8.27,1.49,81,hpc,0,30,1
FALSE,0,0,70,26.21,4.35,82,ec,0,0,0
FALSE,24.04,2.66,70,7.77,4.35,82,ecc,0,70,1
FALSE,0,0,70,6.66,3.13,82,er,70,0,0
FALSE,24.04,2.66,70,9.4,3.13,82,erc,70,70,1
FALSE,0,0,70,30.53,2.25,82,gc,0,0,0
FALSE,24.04,2.66,70,8.98,2.25,82,gcc,0,70,1
TRUE,24.04,2.66,70,10.96,1.18,82,hpc,0,70,1
FALSE,0,0,40,21.55,4.15,83,ec,0,0,0
FALSE,25.33,2.2,40,8.66,4.15,83,ecc,0,40,1
FALSE,0,0,40,6.52,4.45,83,er,40,0,0
FALSE,25.33,2.2,40,9.16,4.45,83,erc,40,40,1
FALSE,0,0,40,29.12,2.65,83,gc,0,0,0
TRUE,25.33,2.2,40,8.25,2.65,83,gcc,0,40,1
FALSE,25.33,2.2,40,12.64,1.79,83,hpc,0,40,1
FALSE,0,0,30,31.8,3.25,84,ec,0,0,0
FALSE,27.5,2.16,30,9.71,3.25,84,ecc,0,30,1
FALSE,0,0,30,8.1,3.87,84,er,30,0,0
FALSE,27.5,2.16,30,9.34,3.87,84,erc,30,30,1
FALSE,0,0,30,31.26,2.22,84,gc,0,0,0
FALSE,27.5,2.16,30,10.5,2.22,84,gcc,0,30,1
TRUE,27.5,2.16,30,10.31,1.57,84,hpc,0,30,1
FALSE,0,0,30,28.6,4.35,85,ec,0,0,0
FALSE,24.22,2.97,30,8.93,4.35,85,ecc,0,30,1
FALSE,0,0,30,9.37,4.03,85,er,30,0,0
FALSE,24.22,2.97,30,5.41,4.03,85,erc,30,30,1
FALSE,0,0,30,24.78,1.91,85,gc,0,0,0
TRUE,24.22,2.97,30,6.7,1.91,85,gcc,0,30,1
FALSE,24.22,2.97,30,10.34,1.39,85,hpc,0,30,1
FALSE,0,0,20,22.51,4.29,86,ec,0,0,0
FALSE,20.33,2.46,20,6.63,4.29,86,ecc,0,20,1
FALSE,0,0,20,6.14,3.94,86,er,20,0,0
FALSE,20.33,2.46,20,8.86,3.94,86,erc,20,20,1
FALSE,0,0,20,25.26,2.7,86,gc,0,0,0
TRUE,20.33,2.46,20,9.1,2.7,86,gcc,0,20,1
FALSE,20.33,2.46,20,10.84,1.16,86,hpc,0,20,1
FALSE,0,0,70,22.84,4.84,87,ec,0,0,0
FALSE,24.42,2.46,70,7.57,4.84,87,ecc,0,70,1
FALSE,0,0,70,5.05,4,87,er,70,0,0
FALSE,24.42,2.46,70,7.87,4,87,erc,70,70,1
FALSE,0,0,70,23.89,2.15,87,gc,0,0,0
TRUE,24.42,2.46,70,7.64,2.15,87,gcc,0,70,1
FALSE,24.42,2.46,70,9.72,1.67,87,hpc,0,70,1
FALSE,0,0,50,26.19,4.68,88,ec,0,0,0
FALSE,19.67,3.09,50,9.72,4.68,88,ecc,0,50,1
FALSE,0,0,50,7.31,4.42,88,er,50,0,0
FALSE,19.67,3.09,50,6.86,4.42,88,erc,50,50,1
FALSE,0,0,50,24.01,2.74,88,gc,0,0,0
TRUE,19.67,3.09,50,7.71,2.74,88,gcc,0,50,1
FALSE,19.67,3.09,50,10.21,1.53,88,hpc,0,50,1
FALSE,0,0,60,22.17,5.1,89,ec,0,0,0
FALSE,29.19,2.28,60,9.91,5.1,89,ecc,0,60,1
FALSE,0,0,60,8.39,3.5,89,er,60,0,0
FALSE,29.19,2.28,60,8.89,3.5,89,erc,60,60,1
FALSE,0,0,60,29.12,2.35,89,gc,0,0,0
TRUE,29.19,2.28,60,8.16,2.35,89,gcc,0,60,1
FALSE,29.19,2.28,60,12,1.82,89,hpc,0,60,1
FALSE,0,0,40,25.82,4.49,90,ec,0,0,0
FALSE,26.22,2.5,40,9.69,4.49,90,ecc,0,40,1
FALSE,0,0,40,6.8,4.63,90,er,40,0,0
FALSE,26.22,2.5,40,7.52,4.63,90,erc,40,40,1
FALSE,0,0,40,29.96,1.67,90,gc,0,0,0
TRUE,26.22,2.5,40,8.62,1.67,90,gcc,0,40,1
FALSE,26.22,2.5,40,10.91,1.65,90,hpc,0,40,1
FALSE,0,0,40,26.27,3.22,91,ec,0,0,0
FALSE,31.64,2.05,40,8.37,3.22,91,ecc,0,40,1
FALSE,0,0,40,9.52,4.35,91,er,40,0,0
FALSE,31.64,2.05,40,8.94,4.35,91,erc,40,40,1
FALSE,0,0,40,24.18,2.24,91,gc,0,0,0
TRUE,31.64,2.05,40,8.38,2.24,91,gcc,0,40,1
FALSE,31.64,2.05,40,11.37,1.71,91,hpc,0,40,1
FALSE,0,0,20,30.56,4.67,92,ec,0,0,0
FALSE,23.3,2.59,20,8.32,4.67,92,ecc,0,20,1
FALSE,0,0,20,7.2,5.19,92,er,20,0,0
FALSE,23.3,2.59,20,8.65,5.19,92,erc,20,20,1
FALSE,0,0,20,24.07,2.63,92,gc,0,0,0
TRUE,23.3,2.59,20,7.14,2.63,92,gcc,0,20,1
FALSE,23.3,2.59,20,12.66,1.47,92,hpc,0,20,1
FALSE,0,0,50,26.57,4.59,93,ec,0,0,0
FALSE,27.6,2.23,50,8.5,4.59,93,ecc,0,50,1
FALSE,0,0,50,9.14,4.98,93,er,50,0,0
FALSE,27.6,2.23,50,9.47,4.98,93,erc,50,50,1
FALSE,0,0,50,27.08,3.09,93,gc,0,0,0
TRUE,27.6,2.23,50,7.3,3.09,93,gcc,0,50,1
FALSE,27.6,2.23,50,11.06,1.67,93,hpc,0,50,1
FALSE,0,0,70,30.67,4.32,94,ec,0,0,0
FALSE,24.56,2.18,70,9.65,4.32,94,ecc,0,70,1
FALSE,0,0,70,7.83,4.23,94,er,70,0,0
FALSE,24.56,2.18,70,9.68,4.23,94,erc,70,70,1
FALSE,0,0,70,25.37,2.15,94,gc,0,0,0
TRUE,24.56,2.18,70,8.79,2.15,94,gcc,0,70,1
FALSE,24.56,2.18,70,10.47,0.87,94,hpc,0,70,1
FALSE,0,0,40,28.1,4.51,95,ec,0,0,0
FALSE,26.52,2.72,40,9.22,4.51,95,ecc,0,40,1
FALSE,0,0,40,7.95,4.65,95,er,40,0,0
FALSE,26.52,2.72,40,8.46,4.65,95,erc,40,40,1
FALSE,0,0,40,26.13,1.69,95,gc,0,0,0
TRUE,26.52,2.72,40,8.38,1.69,95,gcc,0,40,1
FALSE,26.52,2.72,40,12.85,1.46,95,hpc,0,40,1
FALSE,0,0,20,28,3.97,96,ec,0,0,0
FALSE,26.94,2.16,20,8.47,3.97,96,ecc,0,20,1
FALSE,0,0,20,8.66,4.5,96,er,20,0,0
FALSE,26.94,2.16,20,9.58,4.5,96,erc,20,20,1
FALSE,0,0,20,26.89,2.66,96,gc,0,0,0
TRUE,26.94,2.16,20,8.37,2.66,96,gcc,0,20,1
FALSE,26.94,2.16,20,11.04,1.06,96,hpc,0,20,1
FALSE,0,0,20,30.72,4.39,97,ec,0,0,0
FALSE,26.79,2.6,20,8.94,4.39,97,ecc,0,20,1
FALSE,0,0,20,10.09,4.33,97,er,20,0,0
FALSE,26.79,2.6,20,7.83,4.33,97,erc,20,20,1
FALSE,0,0,20,26.99,2.1,97,gc,0,0,0
TRUE,26.79,2.6,20,8.44,2.1,97,gcc,0,20,1
FALSE,26.79,2.6,20,10.59,1.38,97,hpc,0,20,1
FALSE,0,0,40,24.69,4.84,98,ec,0,0,0
FALSE,23.97,2.55,40,9.59,4.84,98,ecc,0,40,1
FALSE,0,0,40,8.38,4.67,98,er,40,0,0
FALSE,23.97,2.55,40,7.32,4.67,98,erc,40,40,1
FALSE,0,0,40,26.86,1.89,98,gc,0,0,0
TRUE,23.97,2.55,40,6.88,1.89,98,gcc,0,40,1
FALSE,23.97,2.55,40,8.87,1.53,98,hpc,0,40,1
FALSE,0,0,70,21.38,3.45,99,ec,0,0,0
FALSE,24.49,2.56,70,4.83,3.45,99,ecc,0,70,1
FALSE,0,0,70,5.94,3.14,99,er,70,0,0
FALSE,24.49,2.56,70,6.28,3.14,99,erc,70,70,1
FALSE,0,0,70,20.85,2.28,99,gc,0,0,0
FALSE,24.49,2.56,70,7.21,2.28,99,gcc,0,70,1
TRUE,24.49,2.56,70,8.8,1.07,99,hpc,0,70,1
FALSE,0,0,20,27.78,4,100,ec,0,0,0
FALSE,24.83,2.4,20,9.27,4,100,ecc,0,20,1
TRUE,0,0,20,9.01,3.35,100,er,20,0,0
FALSE,24.83,2.4,20,8.51,3.35,100,erc,20,20,1
FALSE,0,0,20,23.32,2.28,100,gc,0,0,0
FALSE,24.83,2.4,20,6.88,2.28,100,gcc,0,20,1
FALSE,24.83,2.4,20,10.4,1.79,100,hpc,0,20,1
FALSE,0,0,50,26.27,4.78,101,ec,0,0,0
FALSE,19.38,2.84,50,9.51,4.78,101,ecc,0,50,1
FALSE,0,0,50,6.73,4.42,101,er,50,0,0
FALSE,19.38,2.84,50,9.34,4.42,101,erc,50,50,1
FALSE,0,0,50,25.34,2.61,101,gc,0,0,0
TRUE,19.38,2.84,50,8.79,2.61,101,gcc,0,50,1
FALSE,19.38,2.84,50,11.09,1.75,101,hpc,0,50,1
FALSE,0,0,40,25.61,3.63,102,ec,0,0,0
FALSE,27.12,2.54,40,8.43,3.63,102,ecc,0,40,1
FALSE,0,0,40,8.83,4.14,102,er,40,0,0
FALSE,27.12,2.54,40,9.99,4.14,102,erc,40,40,1
FALSE,0,0,40,27.42,2.26,102,gc,0,0,0
TRUE,27.12,2.54,40,7.7,2.26,102,gcc,0,40,1
FALSE,27.12,2.54,40,9.41,1.72,102,hpc,0,40,1
FALSE,0,0,40,20.66,3.99,103,ec,0,0,0
FALSE,29.61,2.92,40,11.02,3.99,103,ecc,0,40,1
FALSE,0,0,40,8.9,3.27,103,er,40,0,0
FALSE,29.61,2.92,40,9.58,3.27,103,erc,40,40,1
FALSE,0,0,40,30.44,2.08,103,gc,0,0,0
TRUE,29.61,2.92,40,9.94,2.08,103,gcc,0,40,1
FALSE,29.61,2.92,40,9.33,1.54,103,hpc,0,40,1
FALSE,0,0,40,18.02,3.21,104,ec,0,0,0
FALSE,23.9,2.54,40,5.95,3.21,104,ecc,0,40,1
FALSE,0,0,40,7.25,3.81,104,er,40,0,0
FALSE,23.9,2.54,40,6.17,3.81,104,erc,40,40,1
FALSE,0,0,40,22.65,1.9,104,gc,0,0,0
TRUE,23.9,2.54,40,7.07,1.9,104,gcc,0,40,1
FALSE,23.9,2.54,40,8.97,1.09,104,hpc,0,40,1
FALSE,0,0,50,22.23,3.21,105,ec,0,0,0
FALSE,22.41,2.47,50,7.44,3.21,105,ecc,0,50,1
FALSE,0,0,50,8.05,3.85,105,er,50,0,0
FALSE,22.41,2.47,50,7.02,3.85,105,erc,50,50,1
FALSE,0,0,50,27.16,2.64,105,gc,0,0,0
TRUE,22.41,2.47,50,7.72,2.64,105,gcc,0,50,1
FALSE,22.41,2.47,50,8.87,1.96,105,hpc,0,50,1
FALSE,0,0,30,28.75,3.67,106,ec,0,0,0
FALSE,20.27,2.54,30,8.14,3.67,106,ecc,0,30,1
FALSE,0,0,30,9.65,3.99,106,er,30,0,0
FALSE,20.27,2.54,30,7.54,3.99,106,erc,30,30,1
FALSE,0,0,30,32.46,2.32,106,gc,0,0,0
TRUE,20.27,2.54,30,7.01,2.32,106,gcc,0,30,1
FALSE,20.27,2.54,30,12.87,1.38,106,hpc,0,30,1
FALSE,0,0,70,27.95,4.68,107,ec,0,0,0
FALSE,23.41,2.31,70,7.77,4.68,107,ecc,0,70,1
FALSE,0,0,70,9.65,4.33,107,er,70,0,0
FALSE,23.41,2.31,70,7.72,4.33,107,erc,70,70,1
FALSE,0,0,70,25.52,3.09,107,gc,0,0,0
FALSE,23.41,2.31,70,9.35,3.09,107,gcc,0,70,1
TRUE,23.41,2.31,70,10.99,1.71,107,hpc,0,70,1
FALSE,0,0,50,27.76,3.23,108,ec,0,0,0
FALSE,32.5,1.94,50,9.13,3.23,108,ecc,0,50,1
FALSE,0,0,50,7.11,4.22,108,er,50,0,0
FALSE,32.5,1.94,50,9.24,4.22,108,erc,50,50,1
FALSE,0,0,50,29.52,2.18,108,gc,0,0,0
TRUE,32.5,1.94,50,8.03,2.18,108,gcc,0,50,1
FALSE,32.5,1.94,50,11.82,1.16,108,hpc,0,50,1
FALSE,0,0,50,23.79,4.34,109,ec,0,0,0
FALSE,24.3,2.5,50,7.71,4.34,109,ecc,0,50,1
FALSE,0,0,50,6.12,4.08,109,er,50,0,0
FALSE,24.3,2.5,50,8.25,4.08,109,erc,50,50,1
FALSE,0,0,50,29.43,2.49,109,gc,0,0,0
TRUE,24.3,2.5,50,9.24,2.49,109,gcc,0,50,1
FALSE,24.3,2.5,50,9.52,1.88,109,hpc,0,50,1
FALSE,0,0,70,27.02,4.13,110,ec,0,0,0
FALSE,24.27,2.33,70,7.85,4.13,110,ecc,0,70,1
FALSE,0,0,70,8.01,3.67,110,er,70,0,0
FALSE,24.27,2.33,70,8.85,3.67,110,erc,70,70,1
FALSE,0,0,70,20.61,2.52,110,gc,0,0,0
TRUE,24.27,2.33,70,8.93,2.52,110,gcc,0,70,1
FALSE,24.27,2.33,70,9.45,1.5,110,hpc,0,70,1
FALSE,0,0,30,24.48,5.18,111,ec,0,0,0
FALSE,25.91,2.34,30,8.04,5.18,111,ecc,0,30,1
FALSE,0,0,30,7.7,4.18,111,er,30,0,0
FALSE,25.91,2.34,30,6.92,4.18,111,erc,30,30,1
TRUE,0,0,30,20,2.45,111,gc,0,0,0
FALSE,25.91,2.34,30,7.5,2.45,111,gcc,0,30,1
FALSE,25.91,2.34,30,10.38,1.73,111,hpc,0,30,1
FALSE,0,0,30,21.75,5.04,112,ec,0,0,0
FALSE,28.38,2.45,30,6.02,5.04,112,ecc,0,30,1
FALSE,0,0,30,5.17,3.48,112,er,30,0,0
FALSE,28.38,2.45,30,6.85,3.48,112,erc,30,30,1
FALSE,0,0,30,26.11,2.23,112,gc,0,0,0
TRUE,28.38,2.45,30,5.07,2.23,112,gcc,0,30,1
FALSE,28.38,2.45,30,9.6,1.29,112,hpc,0,30,1
FALSE,0,0,50,26.55,4.67,113,ec,0,0,0
FALSE,25.38,2.06,50,6.81,4.67,113,ecc,0,50,1
FALSE,0,0,50,9.33,3.9,113,er,50,0,0
FALSE,25.38,2.06,50,8.66,3.9,113,erc,50,50,1
FALSE,0,0,50,30.65,2.43,113,gc,0,0,0
TRUE,25.38,2.06,50,7.15,2.43,113,gcc,0,50,1
FALSE,25.38,2.06,50,13.17,1.44,113,hpc,0,50,1
FALSE,0,0,70,25.2,4.86,114,ec,0,0,0
FALSE,24.48,2.3,70,9.92,4.86,114,ecc,0,70,1
FALSE,0,0,70,6.59,4.37,114,er,70,0,0
FALSE,24.48,2.3,70,8.22,4.37,114,erc,70,70,1
FALSE,0,0,70,22.96,2.61,114,gc,0,0,0
FALSE,24.48,2.3,70,8.44,2.61,114,gcc,0,70,1
TRUE,24.48,2.3,70,9.96,1.52,114,hpc,0,70,1
FALSE,0,0,20,17.83,4.04,115,ec,0,0,0
FALSE,29.43,2.47,20,6.44,4.04,115,ecc,0,20,1
FALSE,0,0,20,6.24,4.2,115,er,20,0,0
FALSE,29.43,2.47,20,6.52,4.2,115,erc,20,20,1
TRUE,0,0,20,21.3,2.6,115,gc,0,0,0
FALSE,29.43,2.47,20,7.43,2.6,115,gcc,0,20,1
FALSE,29.43,2.47,20,9.17,1.85,115,hpc,0,20,1
FALSE,0,0,50,19.92,3.6,116,ec,0,0,0
FALSE,28.31,2.37,50,7.05,3.6,116,ecc,0,50,1
FALSE,0,0,50,8.01,3.54,116,er,50,0,0
FALSE,28.31,2.37,50,7.61,3.54,116,erc,50,50,1
FALSE,0,0,50,20.03,2.15,116,gc,0,0,0
TRUE,28.31,2.37,50,6.68,2.15,116,gcc,0,50,1
FALSE,28.31,2.37,50,11.22,1.52,116,hpc,0,50,1
FALSE,0,0,60,26.37,4.55,117,ec,0,0,0
FALSE,31.09,2.7,60,8.37,4.55,117,ecc,0,60,1
FALSE,0,0,60,7.03,4.15,117,er,60,0,0
FALSE,31.09,2.7,60,8.74,4.15,117,erc,60,60,1
FALSE,0,0,60,30.26,2.41,117,gc,0,0,0
TRUE,31.09,2.7,60,8.78,2.41,117,gcc,0,60,1
FALSE,31.09,2.7,60,10.32,1.9,117,hpc,0,60,1
FALSE,0,0,70,30.77,4.52,118,ec,0,0,0
FALSE,25.23,2.63,70,8.45,4.52,118,ecc,0,70,1
FALSE,0,0,70,8.45,4.71,118,er,70,0,0
FALSE,25.23,2.63,70,7.37,4.71,118,erc,70,70,1
FALSE,0,0,70,23.6,2.27,118,gc,0,0,0
TRUE,25.23,2.63,70,6.9,2.27,118,gcc,0,70,1
FALSE,25.23,2.63,70,11.47,1.61,118,hpc,0,70,1
FALSE,0,0,60,27.38,4.32,119,ec,0,0,0
FALSE,22.69,2.52,60,7.38,4.32,119,ecc,0,60,1
FALSE,0,0,60,9.37,3.21,119,er,60,0,0
FALSE,22.69,2.52,60,7.91,3.21,119,erc,60,60,1
FALSE,0,0,60,25.4,2.6,119,gc,0,0,0
TRUE,22.69,2.52,60,6.7,2.6,119,gcc,0,60,1
FALSE,22.69,2.52,60,12.4,1.51,119,hpc,0,60,1
FALSE,0,0,50,28.43,3.46,120,ec,0,0,0
FALSE,30.42,2.14,50,8.97,3.46,120,ecc,0,50,1
FALSE,0,0,50,9.48,3.72,120,er,50,0,0
FALSE,30.42,2.14,50,8.54,3.72,120,erc,50,50,1
FALSE,0,0,50,30.65,1.91,120,gc,0,0,0
TRUE,30.42,2.14,50,8.66,1.91,120,gcc,0,50,1
FALSE,30.42,2.14,50,11.27,1.36,120,hpc,0,50,1
FALSE,0,0,50,22.34,3.81,121,ec,0,0,0
FALSE,23.9,2.65,50,8.48,3.81,121,ecc,0,50,1
FALSE,0,0,50,7.04,3.66,121,er,50,0,0
FALSE,23.9,2.65,50,5.07,3.66,121,erc,50,50,1
FALSE,0,0,50,25.05,2.28,121,gc,0,0,0
TRUE,23.9,2.65,50,7.37,2.28,121,gcc,0,50,1
FALSE,23.9,2.65,50,7.3,1.46,121,hpc,0,50,1
FALSE,0,0,40,25.64,5.65,122,ec,0,0,0
FALSE,24.29,2.59,40,7.67,5.65,122,ecc,0,40,1
FALSE,0,0,40,7.4,4.56,122,er,40,0,0
FALSE,24.29,2.59,40,10.01,4.56,122,erc,40,40,1
FALSE,0,0,40,25.46,2.65,122,gc,0,0,0
TRUE,24.29,2.59,40,8.38,2.65,122,gcc,0,40,1
FALSE,24.29,2.59,40,11.03,1.41,122,hpc,0,40,1
FALSE,0,0,40,28.47,3.57,123,ec,0,0,0
FALSE,19.16,2.72,40,8.22,3.57,123,ecc,0,40,1
FALSE,0,0,40,8.2,4.44,123,er,40,0,0
